number;title;goal;tipp;description;image;a;b;c1;c2;alltag;bei_der_arbeit;hilfe_holen;kommunikation;reisen;unterhaltung_kultur;unterwegs;zu_hause
123;Schallschluckende Pflanzen;Erhöhen Sie die Schalldämpfung in Wohnbereichen;Integrieren Sie Grünpflanzen in Ihre Wohnräume, die Schall absorbieren können.;Pflanzen tragen nicht nur zur Ästhetik bei, sondern können auch effektiv Schallwellen absorbieren und so die Akustik verbessern.;Zu Hause.jpg;1;1;1;1;0;0;0;0;0;0;0;1
124;Platzwahl bei Veranstaltungen;Optimieren Sie Ihre Wahrnehmung bei öffentlichen Veranstaltungen;Bevorzugen Sie bei Vorträgen oder im Theater Sitzplätze in den vorderen Reihen.;Ein Sitzplatz in der Nähe des Geschehens hilft Ihnen, dem Verlauf besser zu folgen und visuelle Signale wie Gestik und Mimik des Sprechers zu erfassen.;Ticket.jpg;1;1;1;1;0;0;0;0;0;1;1;0
125;Gästemanagement bei Einladungen;Schaffen Sie eine angenehme Atmosphäre für alle;Beschränken Sie die Anzahl der Gäste bei eigenen Einladungen.;Eine geringere Anzahl an Gästen führt zu weniger Hintergrundlärm und macht es leichter, sich auf einzelne Gespräche zu konzentrieren.;feier.jpg;1;1;1;1;0;0;0;0;0;1;0;1
126;Sprechdisziplin im Gespräch;Verbesserte Verständigung in Unterhaltungen;Bitten Sie Gesprächsteilnehmer nicht durcheinander zu sprechen und jeden ausreden zu lassen.;Eine klare Sprechdisziplin hilft hörgeschädigten Menschen, Gespräche besser zu folgen, da Überlappungen in der Kommunikation minimiert werden.;Gespräch.jpg;1;1;1;1;1;0;0;1;0;0;0;0
127;Lippenlesen erleichtern;Erleichterung des Lippenlesens;Teilen Sie mit, dass freie Sicht auf den Mund für das Lippenlesen wichtig ist und bitten Sie darum, Hände, Gegenstände oder Zigaretten nicht vor dem Mund zu halten.;Klare Sicht auf den Mund des Sprechers erleichtert das Lippenlesen, was für Menschen mit Hörschwierigkeiten essentiell ist, um Gespräche zu verfolgen.;Gespräch.jpg;0;1;1;1;1;0;0;1;0;0;0;0
128;Bewusstes Sprechverhalten;Kommunikation verbessern;Sprechen Sie selbst deutlich, in einem ruhigen Tempo und mit Pausen, um ein Beispiel zu geben.;Wenn Sie klar und bedacht kommunizieren, ist es wahrscheinlicher, dass Ihre Gesprächspartner Ihr Verhalten spiegeln und somit die Kommunikation für Sie erleichtern.;Gespräch.jpg;1;1;1;1;1;0;0;1;0;0;0;0
129;Kommunikationsoffenheit;Offene Kommunikation über Hörprobleme;Informieren Sie Ihr Umfeld proaktiv über Ihr Hörproblem und erklären Sie, was Ihnen die Kommunikation erleichtert.;Indem Sie andere darüber aufklären, dass und wie Sie am besten kommunizieren können (z.B. nicht ins Wort fallen, langsam und deutlich sprechen), erleichtern Sie den Austausch und stellen sicher, dass Ihre Bedürfnisse berücksichtigt werden.;Gespräch.jpg;0;1;1;1;1;0;0;1;0;0;0;0
130;Authentizität im Gespräch;Kommunikation verbessern;Geben Sie offen zu, wenn Sie etwas nicht verstanden haben und bitten Sie um Pausen, wenn nötig.;Dies verhindert Missverständnisse und stellt sicher, dass Gesprächspartner sich Ihrer Kommunikationsbedürfnisse bewusst sind. Zudem ermöglichen Pausen in anstrengenden Gesprächen eine Erholung und bessere Konzentration.;Gespräch.jpg;1;1;1;1;1;0;0;1;0;0;0;0
131;Effektives Nachfragen;Klarheit in der Kommunikation;Stellen Sie gezielte Fragen, basierend auf dem, was Sie verstanden haben, und warten Sie mit Fragen bis zum Satzende.;Gezieltes Nachfragen hilft dabei Missverständnisse aufzuklären und sicherzustellen, dass Sie die vollständige Information erhalten. Insbesondere in der deutschen Sprache ist das Satzende oft informationsreich, was dieses Vorgehen wichtig macht.;Gespräch.jpg;1;1;1;1;1;0;0;1;0;0;0;0
132;Nutzung offener Fragen;Umfassendere Antworten erhalten;Verwenden Sie offene Fragen, die mit „Was“, „Wann“, „Wer“ etc. beginnen, um mehr Informationen zu erhalten.;Offene Fragen erfordern detailliertere Antworten und helfen Ihnen, den Informationskontext besser zu verstehen. Wenn Sie das Gesagte in eigenen Worten zusammenfassen, bestätigen Sie Ihr Verständnis und decken eventuell fehlende Informationen auf.;Gespräch.jpg;1;1;1;1;1;0;0;1;0;0;0;0
133;Realistische Erwartungen bei Gruppengespärchen;Anpassung bei Gruppendiskussionen;Akzeptieren Sie, dass es in grösseren Gruppen schwierig sein kann, allem zu folgen, und bitten Sie um Zusammenfassungen oder Notizen.;In lebhaften Diskussionsrunden ist es nicht immer möglich, alles mitzubekommen. Das Akzeptieren dieser Tatsache und das Bitten um Hilfe in Form von Notizen kann den Druck von Ihnen nehmen und Ihnen ermöglichen, trotzdem am Geschehen teilzunehmen.;Gespräch.jpg;1;1;1;1;1;0;0;1;0;0;0;0
134;Hörgeräte regelmäßig warten;Aufrechterhaltung der Funktionsfähigkeit;Führen Sie regelmäßige Wartungen Ihres Hörgeräts durch oder lassen Sie diese von einem Fachmann durchführen.;Regelmäßige Wartung stellt sicher, dass Ihr Hörgerät optimal funktioniert und verlängert dessen Lebensdauer.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
135;Batterien überprüfen;Sicherstellen der Stromversorgung;Überprüfen Sie regelmäßig die Batterien und halten Sie Ersatzbatterien bereit.;Schwache oder leere Batterien sind eine häufige Ursache für Hörgeräteprobleme. Regelmäßiges Überprüfen und Austauschen kann viele Probleme verhindern.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
136;Reinigung des Hörgeräts;Vermeidung von Schäden durch Schmutz und Feuchtigkeit;Reinigen Sie Ihr Hörgerät täglich mit den empfohlenen Werkzeugen und Methoden.;Regelmäßige Reinigung verhindert Schäden durch Schmutz und Feuchtigkeit und sorgt für eine klare Klangqualität.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
137;Feuchtigkeit vermeiden;Schutz vor Wasserschäden;Bewahren Sie Ihr Hörgerät in einem trockenen Umfeld auf und nutzen Sie gegebenenfalls Trockenboxen.;Feuchtigkeit kann elektronische Komponenten beschädigen. Trockenboxen helfen, das Hörgerät zu schützen.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
138;Feedback-Probleme beheben;Reduzierung von Pfeifgeräuschen;Überprüfen Sie die Passform des Hörgeräts und ob es korrekt sitzt.;Ein schlecht sitzendes Hörgerät kann zu Feedback und Pfeifgeräuschen führen. Eine Anpassung kann dieses Problem lösen.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
139;Umgang mit elektromagnetischen Störungen;Vermeidung von Störungen durch elektronische Geräte;Halten Sie Abstand zu Geräten, die elektromagnetische Interferenzen verursachen können.;Elektromagnetische Felder von Geräten wie Mobiltelefonen können die Funktion des Hörgeräts beeinträchtigen.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
140;Kontrolle der Einstellungen;Optimale Anpassung der Hörgeräte;Überprüfen Sie regelmäßig die Einstellungen Ihres Hörgeräts und passen Sie diese bei Bedarf an.;Falsche Einstellungen können die Leistung beeinträchtigen. Regelmäßige Anpassungen stellen sicher, dass das Gerät Ihren Bedürfnissen entspricht.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
141;Software-Updates durchführen;Aktualität der Hörgerätetechnologie;Führen Sie Software-Updates durch, wenn diese verfügbar sind.;Updates können die Leistung verbessern und neue Funktionen bereitstellen.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
142;Professionelle Überprüfung;Fachgerechte Fehlersuche;Lassen Sie Ihr Hörgerät regelmäßig von einem Hörakustiker überprüfen.;Ein Fachmann kann Probleme erkennen und beheben, die Ihnen möglicherweise nicht auffallen.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
143;Reserve-Hörgerät bereithalten;Vorbereitung auf Notfälle;Überlegen Sie, ein Reserve-Hörgerät für den Notfall bereitzuhalten.;Bei einem Ausfall des Hauptgeräts stellt ein Reserve-Hörgerät sicher, dass Sie weiterhin gut hören können.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
144;Anpassung an Umgebungsgeräusche;Optimierung des Hörerlebnisses in verschiedenen Umgebungen;Nutzen Sie, falls verfügbar, die Umgebungsgeräuschsteuerung Ihres Hörgeräts.;Moderne Hörgeräte verfügen oft über Einstellungen, die sich automatisch an verschiedene Geräuschumgebungen anpassen, um das Hörerlebnis zu verbessern.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
145;Vorsicht vor Temperaturschwankungen;Schutz des Hörgeräts vor extremen Temperaturen;Vermeiden Sie die Exposition Ihres Hörgeräts gegenüber extremen Temperaturen.;Starke Temperaturschwankungen können die Elektronik in Hörgeräten beschädigen. Bewahren Sie es in gemäßigten Temperaturen auf.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
146;Ersatzteile verfügbar halten;Schnelle Lösung bei kleineren Defekten;Halten Sie wichtige Ersatzteile wie Schläuche oder Ohrpassstücke bereit.;Kleinteile des Hörgeräts können leicht verloren gehen oder beschädigt werden. Ersatzteile zu haben, bedeutet, dass Sie kleinere Reparaturen schnell selbst durchführen können.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
147;Umgang mit Mikrofonproblemen;Klare Sprachübertragung sicherstellen;Reinigen Sie regelmäßig die Mikrofone Ihres Hörgeräts und überprüfen Sie diese auf Blockaden.;Verschmutzte oder blockierte Mikrofone können die Klangqualität erheblich beeinträchtigen. Regelmäßige Reinigung hilft, die Klangklarheit zu erhalten.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
148;Spezialisierte Reinigungswerkzeuge nutzen;Effektive und sichere Reinigung;Verwenden Sie spezielle Reinigungswerkzeuge für Hörgeräte.;Spezialwerkzeuge sind darauf ausgelegt, Hörgeräte sicher und effektiv zu reinigen, ohne sie zu beschädigen.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
149;Richtige Lagerung bei Nichtgebrauch;Langfristige Pflege des Hörgeräts;Bewahren Sie das Hörgerät in einem speziellen Etui auf, wenn Sie es nicht tragen.;Eine geeignete Lagerung schützt das Hörgerät vor Schmutz, Staub und Beschädigung, wenn es nicht in Gebrauch ist.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
150;Umgang mit Ohrwachs;Vermeidung von Verstopfungen;Überprüfen und reinigen Sie regelmäßig die Ohrstücke, um Wachsaufbau zu verhindern.;Ohrwachs kann die Lautsprecheröffnung verstopfen und die Leistung des Hörgeräts beeinträchtigen. Regelmäßige Reinigung hält die Öffnungen frei.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
151;Einsatz von Verstärker-Apps;Nutzung von Smartphone-Technologie;Erwägen Sie die Nutzung von Verstärker-Apps in Kombination mit Ihrem Hörgerät.;Einige Smartphone-Apps können als zusätzliche Verstärker oder Sound-Manager für Ihr Hörgerät dienen und das Hörerlebnis verbessern.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
152;Verbindungstests durchführen;Überprüfung der Funktionalität;Führen Sie regelmäßig Hörtests durch, um sicherzustellen, dass Ihr Hörgerät korrekt funktioniert.;Regelmäßige Tests helfen, Probleme frühzeitig zu erkennen und sicherzustellen, dass Ihr Hörgerät optimal funktioniert.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
153;Regelmäßige Wartung;Längere Lebensdauer der Hörgeräte;Führen Sie regelmäßige Wartungen und Reinigungen Ihrer Hörgeräte durch.;Regelmäßige Wartung und Reinigung verhindern Probleme, die durch Schmutz und Ablagerungen entstehen können.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
154;Batteriewechsel;Stabile Stromversorgung sicherstellen;Wechseln Sie die Batterien regelmäßig und überprüfen Sie die Batterieklappe auf einfache Handhabung.;Regelmäßiger Batteriewechsel stellt sicher, dass Ihr Hörgerät immer betriebsbereit ist. Eine funktionierende Batterieklappe erleichtert diesen Prozess.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
155;Reinigung des Ohrstücks;Klare Klangqualität;Reinigen Sie regelmäßig das Ohrstück Ihres Hörgeräts, um es frei von Ohrenschmalz zu halten.;Ein sauberes Ohrstück sorgt für eine bessere Klangqualität und verhindert Verstopfungen durch Ohrenschmalz.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
156;Ohrstückwechsel;Optimale Passform und Funktion;Tauschen Sie das Ohrstück Ihres Hörgeräts bei Bedarf aus, wie in Anleitungsvideos gezeigt.;Ein richtig sitzendes und intaktes Ohrstück ist entscheidend für den Tragekomfort und die Funktionsfähigkeit des Hörgeräts.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
157;Vermeidung von Feuchtigkeit;Schutz vor Wasserschäden;Tragen Sie Ihre Hörgeräte nicht unter der Dusche oder beim Schwimmen und schützen Sie sie vor starkem Schwitzen.;Feuchtigkeit kann elektronische Bauteile beschädigen. Vermeiden Sie, Ihre Hörgeräte feuchten Bedingungen auszusetzen.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
158;Schutz vor Hitze;Vermeidung von Hitzeschäden;Setzen Sie Ihre Hörgeräte keinen hohen Temperaturen aus, wie beim Föhnen oder in der Sauna.;Extreme Hitze kann die Elektronik der Hörgeräte beschädigen und ihre Funktionsfähigkeit beeinträchtigen.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
159;Aufbewahrungshinweise;Schutz der Hörgeräte bei Nichtgebrauch;Schalten Sie die Hörgeräte aus und bewahren Sie sie in einem sicheren Etui auf, wenn Sie sie nicht tragen.;Das Ausschalten spart Batterielebensdauer, und die Aufbewahrung in einem Etui schützt vor physischen Schäden.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
160;Fehlerbehebung: Funktioniert nicht;Problemlösung bei Funktionsstörungen;Überprüfen Sie Batterien, Lautsprecher und Ohrstück auf Funktionsfähigkeit und Sauberkeit.;Viele Probleme können durch einfache Überprüfungen und Korrekturen wie Batteriewechsel oder Reinigung behoben werden.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
161;Fehlerbehebung: Zu leise;Verbesserung der Hörleistung;Reinigen Sie das Ohrstück und den Hörer und überprüfen Sie die Batterien bei zu leiser Wiedergabe.;Verstopfungen und schwache Batterien können die Ursache für eine zu geringe Lautstärke sein.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
162;Fehlerbehebung: Pfeifgeräusche;Vermeidung von Feedback;Stellen Sie sicher, dass die Hörgeräte richtig sitzen und das Ohrstück sauber ist.;Falscher Sitz oder Verstopfungen können zu Pfeifgeräuschen führen. Eine korrekte Platzierung und Reinigung können dies verhindern.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
163;Batterielaufzeit optimieren;Maximierung der Batterielebensdauer;Befolgen Sie Tipps zur Batteriepflege: Ausschalten, Trocknen, Aufkleber abziehen und warten, Markenbatterien verwenden.;Diese Praktiken helfen, die maximale Leistung und Lebensdauer der Batterien zu gewährleisten.;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
164;Handhabung und Bedienung;Einfache Nutzung der Hörgeräte;Lernen Sie, wie Sie Ihre Hörgeräte richtig ein- und ausschalten, einsetzen, herausnehmen und die Lautstärke anpassen.;Die korrekte Handhabung und Bedienung Ihrer Hörgeräte trägt wesentlich zu einem problemlosen Hör;Hörgerät.jpg;0;0;1;1;0;0;1;0;0;0;0;0
